Бренд,продукция,категория,префикс,номер,суффикс,Аналог,d_mm,D_mm,B_mm,T_mm,C_mm,W_mm,r1r2_min_mm,r3r4_min_mm,a_mm,d_inch,D_inch,B_inch,T_inch,C_inch,spindle_A_mm,spindle_B_mm,spindle_B1_mm,axb,interface,spindle_head,C,D_x_L,G,F,keyway,shaft_d_mm,thread_e,rpm,max_speed_rpm,mass_kg,static_400C_kN,static_20C_kN,screw_class,note_raw,raw,source_site,source_url,source_brand,source_page,scraped_at_utc,номер_исходный,parse_strategy,parse_conflict,stage2_enriched,обозначение_полное,quality
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30303,F,7303,17.0,47.0,14.0,15.25,12.0,,1.0,1.0,10.0,0.669,1.85,0.551,0.6,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,30303,unchanged,,,30303 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32303,F,7603,17.0,47.0,19.0,20.25,16.0,,1.0,1.0,12.0,0.669,1.85,0.748,0.797,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,32303,unchanged,,,32303 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32004,XF,2007104,20.0,42.0,15.0,15.0,12.0,,0.6,0.6,10.0,0.787,1.654,0.591,0.591,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,32004,unchanged,,,32004 XF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,319349,/LL319310,7919,95.25,128.587,15.083,15.875,11.908,,1.5,1.5,20.1,3.75,5.063,0.594,0.625,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,319349,unchanged,,,319349/LL319310 (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30308,F,7308,40.0,90.0,23.0,25.25,20.0,,2.0,1.5,18.9,1.575,3.543,0.906,0.994,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,30308,unchanged,,,30308 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31308,F,27308,40.0,90.0,23.0,25.25,17.0,,2.0,1.5,28.3,1.575,3.543,0.906,0.994,0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,31308,unchanged,,,31308 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32308,C,7608,40.0,90.0,33.0,35.25,26.0,,2.0,1.5,27.8,1.575,3.543,1.299,1.388,1.024,,,,,,,,,,,,,,,,,,,,,,,,,,,32308,unchanged,,,32308 C (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32308,F,7608,40.0,90.0,33.0,35.25,27.0,,2.0,1.5,23.3,1.575,3.543,1.299,1.388,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,,32308,unchanged,,,32308 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32308,BF,7608,40.0,90.0,33.0,35.25,27.0,,2.0,1.5,27.8,1.575,3.543,1.299,1.388,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,,32308,unchanged,,,32308 BF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32009,XF,2007109,45.0,75.0,20.0,20.0,15.5,,1.0,1.0,16.0,1.772,2.953,0.787,0.787,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,32009,unchanged,,,32009 XF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31307,F,27307,35.0,80.0,21.0,22.75,15.0,,2.0,1.5,25.2,1.378,3.15,0.827,0.896,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,31307,unchanged,,,31307 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32307,F,7607,35.0,80.0,31.0,32.75,25.0,,2.0,1.5,20.3,1.378,3.15,1.22,1.289,0.984,,,,,,,,,,,,,,,,,,,,,,,,,,,32307,unchanged,,,32307 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30209,F,7209,45.0,85.0,19.0,20.75,16.0,,1.5,1.5,18.2,1.772,3.346,0.748,0.817,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,30209,unchanged,,,30209 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32209,F,7509,45.0,85.0,23.0,24.75,19.0,,1.5,1.5,20.2,1.772,3.346,0.906,0.974,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,32209,unchanged,,,32209 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33209,F,3007209,45.0,85.0,32.0,32.0,25.0,,1.5,1.5,22.0,1.772,3.346,1.26,1.26,0.984,,,,,,,,,,,,,,,,,,,,,,,,,,,33209,unchanged,,,33209 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33109,F,3007709,45.0,80.0,26.0,26.0,20.5,,1.5,1.5,19.0,1.772,3.15,1.024,1.024,0.807,,,,,,,,,,,,,,,,,,,,,,,,,,,33109,unchanged,,,33109 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31309,F,27309,45.0,100.0,25.0,27.25,18.0,,2.0,1.5,31.0,1.772,3.937,0.984,1.073,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,,31309,unchanged,,,31309 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32309,BF,7609,45.0,100.0,36.0,38.25,30.0,,2.0,1.5,30.0,1.772,3.937,1.417,1.506,1.181,,,,,,,,,,,,,,,,,,,,,,,,,,,32309,unchanged,,,32309 BF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31314,F,1027314,70.0,150.0,35.0,38.0,25.0,,3.0,2.5,45.0,2.756,5.906,1.378,1.496,0.984,,,,,,,,,,,,,,,,,,,,,,,,,,,31314,unchanged,,,31314 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32314,BF,7614,70.0,150.0,51.0,54.0,42.0,,3.0,2.5,44.0,2.756,5.906,2.008,2.126,1.654,,,,,,,,,,,,,,,,,,,,,,,,,,,32314,unchanged,,,32314 BF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32010,XR,2007110,50.0,80.0,20.0,20.0,15.5,,3.8,1.0,17.8,1.969,3.15,0.787,0.787,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,32010,unchanged,,,32010 XR (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33010,F,3007110,50.0,80.0,24.0,24.0,19.0,,1.0,1.0,17.0,1.969,3.15,0.945,0.945,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,33010,unchanged,,,33010 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33110,F,3007710,50.0,85.0,26.0,26.0,20.0,,1.5,1.5,20.0,1.969,3.346,1.024,1.024,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,33110,unchanged,,,33110 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30210,F,7210,50.0,90.0,20.0,21.75,17.0,,1.5,1.5,19.6,1.969,3.543,0.787,0.856,0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,30210,unchanged,,,30210 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32210,F,7510,50.0,90.0,23.0,24.75,19.0,,1.5,1.5,21.1,1.969,3.543,0.906,0.974,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,32210,unchanged,,,32210 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33210,F,3007210,50.0,90.0,32.0,32.0,24.5,,1.5,1.5,23.5,1.969,3.543,1.26,1.26,0.965,,,,,,,,,,,,,,,,,,,,,,,,,,,33210,unchanged,,,33210 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33009,F,3007109,45.0,75.0,24.0,24.0,19.0,,1.0,1.0,16.5,1.772,2.953,0.945,0.945,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,33009,unchanged,,,33009 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30309,F,7309,45.0,100.0,25.0,27.25,22.0,,2.0,1.5,21.3,1.772,3.937,0.984,1.073,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,30309,unchanged,,,30309 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33208,F,3007208,40.0,80.0,32.0,32.0,25.0,,1.5,1.5,20.7,1.575,3.15,1.26,1.26,0.984,,,,,,,,,,,,,,,,,,,,,,,,,,,33208,unchanged,,,33208 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32306,BF,7606,30.0,72.0,27.0,28.75,23.0,,1.5,1.5,22.0,1.181,2.835,1.063,1.132,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,32306,unchanged,,,32306 BF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32306,C,7606,30.0,72.0,27.0,28.75,23.0,,2.0,2.0,22.8,1.181,2.835,1.063,1.132,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,32306,unchanged,,,32306 C (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32306,F,7606,30.0,72.0,27.0,28.75,23.0,,1.5,1.5,18.8,1.181,2.835,1.063,1.132,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,32306,unchanged,,,32306 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,320,/32XF,6320,32.0,58.0,17.0,17.0,13.0,,1.0,1.0,14.0,1.26,2.283,0.669,0.669,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,320,unchanged,,,320/32XF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,320,/32XR,6320,32.0,58.0,17.0,17.0,13.0,,4.5,1.0,14.0,1.26,2.283,0.669,0.669,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,320,unchanged,,,320/32XR (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,332,/32F,6332,32.0,65.0,26.0,26.0,20.5,,1.0,1.0,16.7,1.26,2.559,1.024,1.024,0.807,,,,,,,,,,,,,,,,,,,,,,,,,,,332,unchanged,,,332/32F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32211,F,7511,55.0,100.0,25.0,26.75,21.0,,2.0,1.5,22.7,2.165,3.937,0.984,1.053,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,32211,unchanged,,,32211 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33211,F,3007211,55.0,100.0,35.0,35.0,27.0,,2.0,1.5,25.0,2.165,3.937,1.378,1.378,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,,33211,unchanged,,,33211 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33007,F,3007107,35.0,62.0,21.0,21.0,17.0,,1.0,1.0,14.0,1.378,2.441,0.827,0.827,0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,33007,unchanged,,,33007 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30207,F,7207,35.0,72.0,17.0,18.25,15.0,,1.5,1.5,15.0,1.378,2.835,0.669,0.719,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,30207,unchanged,,,30207 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32007,XR,2007107,35.0,62.0,18.0,18.0,14.0,,4.5,1.0,15.5,1.378,2.441,0.709,0.709,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,32007,unchanged,,,32007 XR (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33207,F,3007207,35.0,72.0,28.0,28.0,22.0,,1.5,1.5,18.0,1.378,2.835,1.102,1.102,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,33207,unchanged,,,33207 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30207,/80F,7207,35.0,80.0,17.0,18.25,15.0,,1.5,1.5,15.3,1.378,3.15,0.669,0.719,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,30207,unchanged,,,30207/80F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30307,F,7307,35.0,80.0,21.0,22.75,18.0,,2.0,1.5,16.6,1.378,3.15,0.827,0.896,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,,30307,unchanged,,,30307 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30306,F,7306,30.0,72.0,19.0,20.75,16.0,,1.5,1.5,15.0,1.181,2.835,0.748,0.817,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,30306,unchanged,,,30306 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31306,F,27306,30.0,72.0,19.0,20.75,14.0,,1.5,1.5,22.0,1.181,2.835,0.748,0.817,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,31306,unchanged,,,31306 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30207,/37F,7207,37.0,72.0,17.0,18.25,15.0,,1.5,1.5,15.3,1.457,2.835,0.669,0.719,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,30207,unchanged,,,30207/37F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32008,XF,2007108,40.0,68.0,19.0,19.0,14.5,,1.0,1.0,15.0,1.575,2.677,0.748,0.748,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,32008,unchanged,,,32008 XF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33008,F,3007108,40.0,68.0,22.0,22.0,18.0,,1.0,1.0,14.7,1.575,2.677,0.866,0.866,0.709,,,,,,,,,,,,,,,,,,,,,,,,,,,33008,unchanged,,,33008 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33108,F,3007708,40.0,75.0,26.0,26.0,20.5,,1.5,1.5,18.0,1.575,2.953,1.024,1.024,0.807,,,,,,,,,,,,,,,,,,,,,,,,,,,33108,unchanged,,,33108 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30208,F,7208,40.0,80.0,18.0,19.75,16.0,,1.5,1.5,16.5,1.575,3.15,0.709,0.778,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,30208,unchanged,,,30208 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32007,XF,2007107,35.0,62.0,18.0,18.0,14.0,,1.0,1.0,15.5,1.378,2.441,0.709,0.709,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,32007,unchanged,,,32007 XF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32207,F,7507,35.0,72.0,23.0,24.25,19.0,,1.5,1.5,17.8,1.378,2.835,0.906,0.955,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,32207,unchanged,,,32207 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32213,F,7513,65.0,120.0,31.0,32.75,27.0,,2.0,1.5,27.1,2.559,4.724,1.22,1.289,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,,32213,unchanged,,,32213 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30213,F,7213,65.0,120.0,23.0,24.75,20.0,,2.0,1.5,23.6,2.559,4.724,0.906,0.974,0.787,,,,,,,,,,,,,,,,,,,,,,,,,,,30213,unchanged,,,30213 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33218,F,3007218,90.0,160.0,55.0,55.0,42.0,,2.5,2.0,41.0,3.543,6.299,2.165,2.165,1.654,,,,,,,,,,,,,,,,,,,,,,,,,,,33218,unchanged,,,33218 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32218,F,7518,90.0,160.0,40.0,42.5,34.0,,2.5,2.0,36.0,3.543,6.299,1.575,1.673,1.339,,,,,,,,,,,,,,,,,,,,,,,,,,,32218,unchanged,,,32218 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32013,XF,2007113,65.0,100.0,23.0,23.0,17.5,,1.5,1.5,22.3,2.559,3.937,0.906,0.906,0.689,,,,,,,,,,,,,,,,,,,,,,,,,,,32013,unchanged,,,32013 XF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32312,F,7612,60.0,130.0,46.0,48.5,37.0,,3.0,2.5,31.8,2.362,5.118,1.811,1.909,1.457,,,,,,,,,,,,,,,,,,,,,,,,,,,32312,unchanged,,,32312 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32312,BF,7612,60.0,130.0,46.0,48.5,37.0,,3.0,2.5,38.5,2.362,5.118,1.811,1.909,1.457,,,,,,,,,,,,,,,,,,,,,,,,,,,32312,unchanged,,,32312 BF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31311,F,27311,55.0,120.0,29.0,31.5,21.0,,2.5,2.0,37.0,2.165,4.724,1.142,1.24,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,31311,unchanged,,,31311 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30312,F,7312,60.0,130.0,31.0,33.5,26.0,,3.0,2.5,26.3,2.362,5.118,1.22,1.319,1.024,,,,,,,,,,,,,,,,,,,,,,,,,,,30312,unchanged,,,30312 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33212,F,3007212,60.0,110.0,38.0,38.0,29.0,,2.0,1.5,27.3,2.362,4.331,1.496,1.496,1.142,,,,,,,,,,,,,,,,,,,,,,,,,,,33212,unchanged,,,33212 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31310,F,27310,50.0,110.0,27.0,29.25,19.0,,2.5,2.0,34.9,1.969,4.331,1.063,1.152,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,31310,unchanged,,,31310 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30310,F,7310,50.0,110.0,27.0,29.25,23.0,,2.5,2.0,23.1,1.969,4.331,1.063,1.152,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,30310,unchanged,,,30310 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33112,F,3007712,60.0,100.0,30.0,30.0,23.0,,1.5,1.5,23.3,2.362,3.937,1.181,1.181,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,33112,unchanged,,,33112 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33012,F,3007112,60.0,95.0,27.0,27.0,21.0,,1.5,1.5,20.0,2.362,3.74,1.063,1.063,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,33012,unchanged,,,33012 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32012,XF,2007112,60.0,95.0,23.0,23.0,17.5,,1.5,1.5,20.8,2.362,3.74,0.906,0.906,0.689,,,,,,,,,,,,,,,,,,,,,,,,,,,32012,unchanged,,,32012 XF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32311,F,7611,55.0,120.0,43.0,45.5,35.0,,2.5,2.0,29.9,2.165,4.724,1.693,1.791,1.378,,,,,,,,,,,,,,,,,,,,,,,,,,,32311,unchanged,,,32311 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31312,F,27312,60.0,130.0,31.0,33.5,22.0,,3.0,2.5,39.0,2.362,5.118,1.22,1.319,0.866,,,,,,,,,,,,,,,,,,,,,,,,,,,31312,unchanged,,,31312 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32004,XR,2007104,20.0,42.0,15.0,15.0,12.0,,3.0,0.6,10.0,0.787,1.654,0.591,0.591,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,32004,unchanged,,,32004 XR (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32015,XF,2007115,75.0,115.0,25.0,25.0,19.0,,1.5,1.5,25.1,2.953,4.528,0.984,0.984,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,32015,unchanged,,,32015 XF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32314,F,7614,70.0,150.0,51.0,54.0,42.0,,3.0,2.5,36.5,2.756,5.906,2.008,2.126,1.654,,,,,,,,,,,,,,,,,,,,,,,,,,,32314,unchanged,,,32314 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33113,F,3007713,65.0,110.0,34.0,34.0,26.5,,1.5,1.5,25.9,2.559,4.331,1.339,1.339,1.043,,,,,,,,,,,,,,,,,,,,,,,,,,,33113,unchanged,,,33113 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33013,F,3007113,65.0,100.0,27.0,27.0,21.0,,1.5,1.5,21.1,2.559,3.937,1.063,1.063,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,33013,unchanged,,,33013 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30314,F,7314,70.0,150.0,35.0,38.0,30.0,,3.0,2.5,29.9,2.756,5.906,1.378,1.496,1.181,,,,,,,,,,,,,,,,,,,,,,,,,,,30314,unchanged,,,30314 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33214,F,3007214,70.0,125.0,41.0,41.0,32.0,,2.0,1.5,31.8,2.756,4.921,1.614,1.614,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,33214,unchanged,,,33214 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33213,F,3007213,65.0,120.0,41.0,41.0,32.0,,2.0,1.5,29.6,2.559,4.724,1.614,1.614,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,33213,unchanged,,,33213 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30214,F,7214,70.0,125.0,24.0,26.25,21.0,,2.0,1.5,25.6,2.756,4.921,0.945,1.033,0.827,,,,,,,,,,,,,,,,,,,,,,,,,,,30214,unchanged,,,30214 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33114,F,3007714,70.0,120.0,37.0,37.0,29.0,,2.0,1.5,27.7,2.756,4.724,1.457,1.457,1.142,,,,,,,,,,,,,,,,,,,,,,,,,,,33114,unchanged,,,33114 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33014,F,3007114,70.0,110.0,31.0,31.0,25.5,,1.5,1.5,23.0,2.756,4.331,1.22,1.22,1.004,,,,,,,,,,,,,,,,,,,,,,,,,,,33014,unchanged,,,33014 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32212,F,7512,60.0,110.0,28.0,29.75,24.0,,2.0,1.5,24.5,2.362,4.331,1.102,1.171,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,32212,unchanged,,,32212 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30212,F,7212,60.0,110.0,22.0,23.75,19.0,,2.0,1.5,22.0,2.362,4.331,0.866,0.935,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,30212,unchanged,,,30212 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32313,BF,7613,65.0,140.0,48.0,51.0,39.0,,3.0,2.5,42.0,2.559,5.512,1.89,2.008,1.535,,,,,,,,,,,,,,,,,,,,,,,,,,,32313,unchanged,,,32313 BF (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,31313,F,27313,65.0,140.0,33.0,36.0,23.0,,3.0,2.5,43.9,2.559,5.512,1.299,1.417,0.906,,,,,,,,,,,,,,,,,,,,,,,,,,,31313,unchanged,,,31313 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,30313,F,7313,65.0,140.0,33.0,36.0,28.0,,3.0,2.5,28.0,2.559,5.512,1.299,1.417,1.102,,,,,,,,,,,,,,,,,,,,,,,,,,,30313,unchanged,,,30313 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32214,F,7514,70.0,125.0,31.0,33.25,27.0,,2.0,1.5,28.9,2.756,4.921,1.22,1.309,1.063,,,,,,,,,,,,,,,,,,,,,,,,,,,32214,unchanged,,,32214 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,33015,F,3007115,75.0,115.0,31.0,31.0,25.5,,1.5,1.5,23.3,2.953,4.528,1.22,1.22,1.004,,,,,,,,,,,,,,,,,,,,,,,,,,,33015,unchanged,,,33015 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32310,F,7610,50.0,110.0,40.0,42.25,33.0,,2.5,2.0,27.9,1.969,4.331,1.575,1.663,1.299,,,,,,,,,,,,,,,,,,,,,,,,,,,32310,unchanged,,,32310 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32911,F,2007911,55.0,80.0,17.0,17.0,14.0,,1.0,1.0,14.5,2.165,3.15,0.669,0.669,0.551,,,,,,,,,,,,,,,,,,,,,,,,,,,32911,unchanged,,,32911 F (FERSA),OK
FERSA,Подшипник,РОЛИКОВЫЙ КОНИЧЕСКИЙ,,32011,XF,2007111,55.0,90.0,23.0,23.0,17.5,,1.5,1.5,19.5,2.165,3.543,0.906,0.906,0.689,,,,,,,,,,,,,,,,,,,,,,,,,,,32011,unchanged,,,32011 XF (FERSA),OK
